Couplet,Poet
"امرت رَس ڇلڪاءِ بانورا
ڳاءِ وري ڪجهه ڳاءِ",Sheikh Ayaz
"موت کي مات ڏني آهي ڪنهن
چاتر گياني سوچي-
",Sheikh Ayaz
"انت ته ساڳو آهي، ڪهڙي
آنا ڪاني؟ سوچي",Sheikh Ayaz
"نهر اُتي ئي، لهر ته آهي
آني جاني! سوچي",Sheikh Ayaz
"سانوريون نينگريون پنڌ ۾ ٿَڻَ لُڏن،
ڄيٺ ۾ ڄڻ پيا انب جا وَڻ لُڏن",Sheikh Ayaz
"دور ريٻاريون ڄڻ وڻنِ ٽاريون،
وائري ۾ پيا ڪيترا ڌَڻ لُڏن",Sheikh Ayaz
"ڇا اُتر جي تپت تو وساري ڇڏِي؟
روز جهولا لڳن انب جا وڻ لُڏن",Sheikh Ayaz
"پيار تنهنجو پرين ايترو ويجهڙو!
دل دَهڪِجي وَئي ڪئن نه ڏانوَڻ لُڏن",Sheikh Ayaz
"هيءَ به آ شاعري جنهن سَرءُ ڪانه آ،
روز بادل وسن روز سانوَڻ لُڏن",Sheikh Ayaz
"
پاڻ کان ڪنهن هَرڻ جيان نه ڀڄو
رڻ ۾ رهڻو آ وَڻ جيان نه ڀڄو
",Sheikh Ayaz
"سِڪَّ ۽ ڇِڪَّ ۾ رهي ويڇو
ٻار جي مُنهن ڏي ٿَڻ جيان نه ڀڄو",Sheikh Ayaz
"
آسمانن ۾ شور ٿي گهاريو
وِڄُّ وانگر وَسڻ جيان نه ڀڄو
",Sheikh Ayaz
"نه ڌڻي آ نه ڪو ڌنار آهي
مينهَن جي ڏينهن ڌَڻ جيان نه ڀڄو",Sheikh Ayaz
"پيرَ کوڙي رهو پهاڙن تي
پَٿّرن جي ڪِرَڻ جيان نه ڀڄو

",Sheikh Ayaz
"رَٿَّ روڪي وِڙهو ’اياز‘ اڃان
ڪانئرن جي ڀَڄڻ جيان نه ڀڄو
",Sheikh Ayaz
"علي الصباح که مردان به کار کار رَونَد
بلاڪشانِ محبّت به کوئي يار رَوَند
",Sheikh Ayaz
"باکَ ڦُٽيءَ جو شعر لهن ٿا
مون تي سِجَّ اُهاءُ ڪري؛",Sheikh Ayaz
"رَتُّ اُٻڙڪا کائي ٿو ايئن
ڏينهن تَتو جِئن تاءُ ڪري!",Sheikh Ayaz
"سارو وقت ته رهندو ناهين،
ويندو آنهه سماءُ ڪري!",Sheikh Ayaz
"ڪيسين ڪُوءِڪلالن جي ۾
منهنجي ڏات هُڳاءُ ڪري؟",Sheikh Ayaz
"آءٌ ته آدرڀاءُ ڪري ڪو
تنهنجو آدرڀاءُ ڪري!",Sheikh Ayaz
"منهنجا گيت ڪڏهن اي ڌرتي!
چئه، تو کان ڪو مُلهه گهُرن ٿا؟",Sheikh Ayaz
"وشِوُ* جيئن ڪو مندر آهي
ڇا اِن ۾ ڪوئي دَر آهي؟",Sheikh Ayaz
"مورتيون ۽ سڀ پوڄاري
اِن کان ٻاهر ڇو نه وڃن ٿا؟",Sheikh Ayaz
"هُونءَ وشال* لڳي ٿو، ليڪن
گهيرو ڪيڏو سوڙهو آهي!",Sheikh Ayaz
"”توڙي ڏور اُسَهڻو آهيان
آءٌ اوهان ۾ رَهڻو آهيان",Sheikh Ayaz
"پر هُو مون کي ڪونه ٻڌن ٿا
لُڙڪ اگهن ٿا، پوءِ چون ٿا",Sheikh Ayaz
"راڄ- مهاڄڻُ ڪوئي ناهي هر ڪو پاڻَ وڏو آ،
پر جنهن کي بندوق نه آهي سو ڄڻ مڙس جَڏو آ.",Sheikh Ayaz
"هائو، هيءَ مخلوقَ وڏي شيءَ آهي
تنهن کان پوءِ بندوق وڏي شيءِ آهي.",Sheikh Ayaz
"بادل آيا، ڪيڏي اُڻ تُڻ آهي تاڙَن ۾!
مور اُڏاڻا، گونجي ٿي بندوق پهاڙَن ۾.",Sheikh Ayaz
"ڪالهه ڪويتا جي رس تي جي چارڻ ايندا ها
روز لُريءَ ۾ ڪوئي ٻارڻ ٻارڻ ايندا ها،",Sheikh Ayaz
"هاڻي هن بندوق جي تَڙ تَڙ اهڙي واڻي آ،
هر ڪو ڄاڻي ٿو ته اُنهيءَ جي اَمر ڪهاڻي آ.",Sheikh Ayaz
"هائو، هيءَ مخلوق وڏي شيءَ آهي
تنهن کان پوءِ بندوق وڏي شيءَ آهي.",Sheikh Ayaz
"ڪوڏَ ڪئن ڪناري تي
سمنڊَ کي سَمايو آ؟",Sheikh Ayaz
"شورُ تو ڪڏهن اُن ۾
هانوَ سان هنڊايو آ؟",Sheikh Ayaz
"اڃا اُجهاڻل ڏيئو ناهيان
تون جو اچڻو آهين، آءٌ!",Sheikh Ayaz
"اڃا به ساڳيو ليئو آهيان
اچڻو آهين جي تون، آءٌ!",Sheikh Ayaz
"انت ته اچڻو آنهه
هاڻي پنڌ پري نه آ",Sheikh Ayaz
"هيل ته ريٽو ٿو لڳين
اڃا به رَچڻو آنهه؟",Sheikh Ayaz
"ڪيسين موکيءَ مڌّ ۾
مون سان مچڻو آنهه؟",Sheikh Ayaz
"تارن جهُرمٽ مان لهي
مون سان نچڻو آنهه—",Sheikh Ayaz
"انت ته اچڻو آنهه
هاڻي پنڌ پري نه آ!",Sheikh Ayaz
"رابيل- رُت، مايا نَگَرُ،
تنهنجي ڳليءَ جون ڳالهڙيون",Sheikh Ayaz
"ساڳي هوا، ساڳو پڌرُ،
تنهنجي ڳليءَ جون ڳالهڙيون.",Sheikh Ayaz
"تون مان نه، پر آهن اَمرُ
تنهنجي ڳليءَ جون ڳالهڙيون.",Sheikh Ayaz
"ڄڻ ته اوندهه ۾ ٻَري ٿو
ڪوئي ڏيئو— روهڙي.",Sheikh Ayaz
"ٿي وجهي تاريخ ۾
ڪنهن وقت لِيئو— روهڙي",Sheikh Ayaz
"”ڀائرو جنهن جاءِ آهيو
شال جِيئو“— روهڙي.",Sheikh Ayaz
"اهڙي اڳ- ڳڻتي
ڪهڙيءَ ڪَؤتا کي هئي؟
",Sheikh Ayaz
"ڪنهن هئن دانهن ٻڌي هئي
دُکي ڌرتيءَ جي؟",Sheikh Ayaz
"ڇا اڳ ڏيههَ ڏٺا هيا
ڏاهپ هئن ڏَمر؟",Sheikh Ayaz
"من- پيڙا جي ٻولڙي
ڪنهن هِئن ڪُرلائي؟",Sheikh Ayaz
"برکا رُت، اڌارت، ڇڄهري،
پاڻي پُڇَّڙَ تارن جئن.",Sheikh Ayaz
"منهنجي من ۾ ڪيئي سارون
ساوڻ جي وسڪارن جئن.",Sheikh Ayaz
"دور دور تي بادل آهن
ورهين- وڇڙيل پارن جئن.",Sheikh Ayaz
"هر هر من ۾ گيت دُکن ٿا
آڌيءَ جي انگارن جئن.",Sheikh Ayaz
"اکڙيون جو پُل لاءِ پُوريون سي ڪيئي پيارا ويجھو ها
وڇڙي ويا جي ورهين کان سي جيءَ جيارا ويجھو ها",Sheikh Ayaz
"پو به اسان جي روح نه پاتو ڀٽڪي ڀٽڪي چين
تنهنجون اکڙيون مڌ جون پياليون ڪيئي سهارا ويجھو ها",Sheikh Ayaz
"ڪئين چوان ڇا لاءِ ڇڪن ٿيون لهريون ۽ لسن ليٽ
پوءِ به اونهي سان ٽڪيا سي گرچه ڪنارا ويجھو ها",Sheikh Ayaz
"ڪئين چوان او ڪئين چوان ڇا لاءِ ٽِليا سي ٽانڊن تي
جيءَ اسان جي ۾ هئي جھِر مِر چنڊ ستارا ويجھو ها",Sheikh Ayaz
"دُور ويا مجبور هُيا، ويا سُپرين پنهنجو ساٿ ڇڏي
پو به اياز اسان جي دل کي هو دل وارا ويجھو ها",Sheikh Ayaz
"ڪنهن جي ناهي هيءَ سراء،ِ
رات گُذاريئه، هاڻي هَل.",Sheikh Ayaz
"اُن تي مَڌ جو مينهن وساءِ،
ٽِڙندو ٽانگر جئن پَل پَل.",Sheikh Ayaz
"اُڏري ڪائي لات ڪيان،
ڪيسين روڪيندو اَڻ ــ جَل.",Sheikh Ayaz
"تاڙي مار نه، جي آيو،
تنهنجي ماڙيءَ تي طوطل.",Sheikh Ayaz
"تنهن جيوَن کي آگ لڳاءِ،
جنهن ۾ ناهه ڪرم جو ڦَل.",Sheikh Ayaz
"ڪيچ هجي ڪيڏو به پري،
آريءَ پُٺيان آءُ اَٽل.",Sheikh Ayaz
"ٿَر ۾ ٿانئيڪو نه ٿيو،
ڪوئي ڪوئي ڪارايَل.",Sheikh Ayaz
"هي واريءَ تي وڏ ڦُڙو،
هي ساوڻ جو سُر منڊل.",Sheikh Ayaz
"اي ڪوئل! هي ننڊ ـــ فنو،
تو جھڙو ڪو ڪُوڪ ڪُٺَل.",Sheikh Ayaz
"ٻگھڻ ٻولي تنهنجي لاءِ،
منهنجي ڪوتا آهه ڪَجل.",Sheikh Ayaz
"سنڌڙيءَ کي سيباءِ، اياز،
پنهنجو گيڙو ويس غزل.",Sheikh Ayaz
"ڪو ئي اُنتيءَ جو اِمڪان!
سڏ، پڙاڏو ٻئي حيران.",Sheikh Ayaz
"تڙپي ٿي تهذيب اڃا،
ڪيڏو وحشي آ انسان!",Sheikh Ayaz
"ساڳيو ڏاڍي جو ڏهڪاءُ،
هيڻو اڳ جھڙو حيران.",Sheikh Ayaz
"ساڳيءَ سوريءَ تي منصور،
ساڳيو سَرمد تي بهتان.",Sheikh Ayaz
"ساڳي ڳانڌيءَ لئه گولي،
ساڳيو لال لهوءَ سان گيان.",Sheikh Ayaz
"ساڳي چارڻ جي چکيا،
ساڳيو شاعر جو شَمشان.",Sheikh Ayaz
"اڄ ڀي _ڏات مُصور جي،
رت ۾ ٻوڙي کائي نان.",Sheikh Ayaz
"جاري ساڳي جنگ جَدل،
عاري ساڳيو اَمن اَمان.",Sheikh Ayaz
"اڄ ڀي ويڙهه نٿي سوچي،
ڪنهن جو ويڙهو ٿيو ويران.",Sheikh Ayaz
"ڪنهن ماتا جي مَمتا مُئي،
ڪنهن ننگر جو نِڪتو پان.",Sheikh Ayaz
"ناگا ساڪي ڪافي ناهه،
سڀڪجھ ناس ڪندو نادان!",Sheikh Ayaz
"ميخاني ۾ پيو نه پتو،
ٻاهر رات هُيو طوفان.",Sheikh Ayaz
"هاريو مَي جو جام اياز،
ساڳيو نه رهيو هي انسان.",Sheikh Ayaz
"سوچي قاتل جو قاتل،
آيو قاتل تي ڪهڪاءُ.",Sheikh Ayaz
"پر جي ڪوئي نانگ هُجي،
تنهن کان ڪهڙو آهه بچاءُ!",Sheikh Ayaz
"سِر جي بدلي ڏين ٿو سون،
پو ڀي تو وٽ ناهه وِڪاءُ!",Sheikh Ayaz
"او وڻجارا وائيءَ جا،
مَن جو موتي ڪهڙي ڀاءُ!",Sheikh Ayaz
"گھايل مَن جا گھايل گيت،
جِن ۾ پيڙا جو پَڙلاءُ.",Sheikh Ayaz
"جِن ۾ ڌَرتيءَ ڌرتيءَ دُک،
جِن ۾ ماڻهوءَ ماڻهوءَ گھاءُ.",Sheikh Ayaz
"ڀنڀٽ بڻبا نيٺ اياز
جُڳ جُڳ جلندا منهنجا ڀاءُ!",Sheikh Ayaz
"ميلي ۾ تُون تنها تنها، ڪنهن کي ڳولين ٿو؟
اک ۾ ڳوڙها، هٿ ۾ گجرا، ڪنهن کي ڳولين ٿو؟",Sheikh Ayaz
"سَر سوتيءَ جي مندر ڀرسان بيٺو واجھائين،
ڪنهن لئه ترسي تنهنجي وِينا، ڪنهن کي ڳولين ٿو؟",Sheikh Ayaz
"تُنهنجون اکڙيون پو به اُڃايون، تَل تَرايون سَوَ،
هرڻيءَ جھڙا منهنجا هِردا، ڪنهن کي ڳولين ٿو؟",Sheikh Ayaz
"سانجھيءَ ٽاڻي ڪارا ڪڻڇي آکيري آيا،
پرڙا کولي پيار ـــــ پکيئڙا، ڪنهن کي ڳولين ٿو؟",Sheikh Ayaz
"ساري جيون مايا سپنو، تنهن ۾ سَوَ سپنا،
او سپنا، سپني جا سپنا! ڪنهن کي ڳولين ٿو؟",Sheikh Ayaz
"پير پَٽيءَ تي ناهي تُنهنجو، ڪهڙو تنهنجو ماڳ؟
رستي مان نڪتا سَوَ رستا، ڪنهن کي ڳولين ٿو؟",Sheikh Ayaz
"او رکوالا! کوٽين ڇو ٿو هيءَ جيون جي رکَ،
آڻي اگنيءَ جھڙي آشا، ڪنهن کي ڳولين ٿو؟",Sheikh Ayaz
"اونهاري جو سِجُ ته ناهي، آهه ازل جي اکَ،
هاءِ، ڇڏي ڇَنَ جا ڇانورڙا، ڪنهن کي ڳولين ٿو؟",Sheikh Ayaz
"دانهون ٿو درياهُه ڪري، ٻُڌ ڪُن ڪُن جا ڪڙڪا،
ٻيڙيءَ ٻيڙيءَ ۾ او ٻوڙا! ڪنهن کي ڳولين ٿو؟",Sheikh Ayaz
"ڪاري رات، ڪَتيءَ ڏي ڪَرڪِي، ڪائي ڪُونج اُڏي،
پيارا تُون به تڪيندي تارا، ڪنهن کي ڳولين ٿو؟",Sheikh Ayaz
"وَسندو رهندو آهي تو وٽ، سانَوَڻ ساري رات،
ڳوڙها ڳوڙها نيڻ نماڻا! ڪنهن کي ڳولين ٿو؟",Sheikh Ayaz
"ڪوبه نه ايندو ، ڪوبه نه ايندو، ڪوبه نه تُنهنجي دُوار!
بند ڪري ڇڏ هي دروازا، ڪنهن کي ڳولين ٿو؟",Sheikh Ayaz
"اَڻ ٿيڻيءَ کي چاهين، تنهنجي ٿِڻيءَ سان نه پَوي،
ڏِس ٿيڻيءَ جا ٿوڻيون ٿنڀا! ڪنهن کي ڳولين ٿو؟",Sheikh Ayaz
"هي مَٿرا جا مندر، سانجھيءَ ويلي جمنا گھاٽَ،
مَنَ ۾ سِنڌوءَ جا سَوَ سپنا، ڪنهنن کي ڳولين ٿو؟",Sheikh Ayaz
"برندا بَن ۾ آيو آهين، ڪنهن جي لاءِ ڪَوي،
ڪنهن جي بنسي! ڪهڙي راڌا؟ ڪنهن کي ڳولين ٿو؟",Sheikh Ayaz
"شايد تُون ئي پاڳل پُري پاڳل خاني ۾ ــــــ
پاڳل گڏجي توتي کِلندا! ڪنهن کي ڳولين ٿو؟",Sheikh Ayaz
"هارُ هندوري ۾ ڪيرايو، جيڪو مُنڌَ مُئيءَ،
موتي موتي ٿي ويو پيارا! ڪنهن کي ڳولين ٿو؟",Sheikh Ayaz
"خاڪ اُڏاڻي، ڪاڪ ڪري پئي، پوئين پهر اياز!
ڪهڙي مُومل منهنجا راڻا! ڪنهن کي ڳولين ٿو؟",Sheikh Ayaz
"اچڻو آهين جي تون، آءُ،
ڪيسين سانڍيان مان سوداءَ!",Sheikh Ayaz
"ڪنهن ٿي ڄاتو، اي انسان،
تو کي ڪُهندو تنهنجو ڀاءُ!",Sheikh Ayaz
"جِيون پو به ڪري ٿو چونڊ،
توڙي ڏئي ٿو موت چتاءُ.",Sheikh Ayaz
"اندر سيخون، ڪوٽ ڪڙا،
ٻاهر ڪُونجون، هِير ــ هُڳاءُ،.",Sheikh Ayaz
"اونهاري جي اوجل باک،
آءُ، اڱڻ ۾ منهنجي آءُ!",Sheikh Ayaz
"او زندان جي ڪارِي ولهه!
تو ۾ آهيان آءُ اُلاءُ.",Sheikh Ayaz
"وڃ وڃ موٽي، وڃ وڃ، ويڄ!
گهايل ڄاڻي منهنجو گهاءُ.",Sheikh Ayaz
"مون کي ڪوئي ڪونه پَلي،
پيار نه ڄاڻي ٿو پڇتاءُ",Sheikh Ayaz
"اسان جي دل اوهان جو حُسن، جي ملندا ته ڇا ٿيندو
ڪٿي جنت ڪندا آباد پنهنجي ڪا، ته ڇا ٿيندو",Sheikh Ayaz
"جهانِ نو! اوهان جي زُلفِ برهم جا هي سودائي
جڏهن دار و رسن تي جھومندا ويندا، ته ڇا ٿيندو",Sheikh Ayaz
"خوشيءَ جا راڳ ڳائيندا به ڪيسين آشيان وارا!
قفس آه و فغان سان گُونجندا رهندا، ته ڇا ٿيندو",Sheikh Ayaz
"اسان جو عشق هاڻي مثلِ مؤجِ پُرسڪون آهي
اگر اُٿلي پيو هُو حُسن جو دريا، ته ڇا ٿيندو",Sheikh Ayaz
"جڏهن تون دُور آهين، ايتري بي چين آهي دل
قريب آئين اگر تون اي پرين پيارا، ته ڇا ٿيندو",Sheikh Ayaz
"اجايو زندگانيءَ ڀر سپون سُونجھيون سي ساحل تي
نه ملندو جيڪڏهن هو گوهِر يڪتا، ته ڇا ٿيندو",Sheikh Ayaz
"وطن تنهنجي تصور جو اياز آخر ڪٿي آهي
چئي ڏيندين اگر پُڇندا وطن وارا، ته ڇا ٿيندو",Sheikh Ayaz
"جي پنهنجو پنهنجو نور نچائي ويا، ۽ تنهنجي جوت جلائي ويا،
سي  لُڙڪ  مٽيءَ  ۾  لـــــوئــــي ويا، پر ڇا ڇا موتي پائي ويا!",Sheikh Ayaz
"سي  وڻ  وڻ  لوڏي  واءُ  ٿيا  ، سي پَن پَن ۾ پرلاءُ ٿيا،
جي بَن بَن بِينَ وڄائي ويا ، جي تن من واري ڳائي ويا.",Sheikh Ayaz
"مون  ڌرتي  تُنهنجا ڌِڱ ڏٺا ، مون تن جا لويل لڱ ڏٺا،
جن وڙهندي وڙهندي جان ڏني ، سي وارا وير وڄائي ويا.",Sheikh Ayaz
"اڄ ڪو به ڳچيءَ ۾ ڳٽ نه آ ، ڪو مُڙس انهن جو مٽ نه آ،
جي سارا ڪوٽ اَڏائي ويا ، سي  گھوٽ  اسان  کي  گھائي  ويا.",Sheikh Ayaz
"مون  اڻ  ٿيڻا  انسان  ڏٺا  ،  مون  سوريءَ  تي  سو  مان  ڏٺا،
اي ڌرتي! ڇا ڇا ڪونڌر ها ، جي پنهنجا ڪنڌ ڪَپائي ويا!",Sheikh Ayaz
"مون ويندي تن جا پير ڏٺا ، مون ڇا ڇا مُڙس مٿير  ڏٺا !
جي ڪيئي سِج اڀاري ويا ، جي ڪيئي سِج سمائي ويا.",Sheikh Ayaz
"مون ڪاتيءَ هيٺان ڪنڌ ڏِٺا ، مون ساڻا ساڻا سَنڌَ ڏٺا،
مون  ڇا  ڇا  مائيءَ  لال  ڏٺا ، جي  لوئيءَ  لڄ بچائي ويا!",Sheikh Ayaz
"سي جيءَ جيارا ماڻهو ها ، سي سڀ کان پيارا ماڻهو ها،
جن ساهه ڏئي ، ويساهه ڏنو ، جي دل ۾ درد دُکائي ويا.",Sheikh Ayaz
"هو  بادل  بادل  آيا  ها  ،  جن  جَل  ٿَل  ڀال  ڀَلايا  ها !
اي کيت کِڙو ، او شال ٽِڙو ! هُو پنهنجا مينهن وسائي ويا.",Sheikh Ayaz
"ويا پريت ڏئي هُو پاڻيارا ، اڄ ڪينجھر تن جا ڪاڻيارا،
ڇا  راڱا تن سان رُڃ ڪيا ، جي تنهنجي اڃ اجھائي ويا!",Sheikh Ayaz
"هُو  پيار  پتنگا    کامي  ويا  ،  ۽  ڪيڏو  دُور  اڏامي  ويا !
پر تنهنجي منهنجي ڏيئي ۾ ، هُو پنهنجي جوت سمائي ويا.",Sheikh Ayaz
"ڪلهه  رات  مسافر  آيا  ها  ، جن پنهنجا جيءَ جلايا ها،
ٿي ڇا ڇا ڄرڪا ڄاڻَ ڪري ، هُو ڪيڏا مَچ مچائي ويا!",Sheikh Ayaz
"ڇا ڇا نه وسيِهَر ـــــــــــــــ وَنگَ هُيا ! پر نانگا يار نسنگ هُيا،
ڪي تُنهنجو رُوپ نِکاري ويا ، جي تنهنجي سينڌ سَجائي ويا.",Sheikh Ayaz
"ڇا   نعرا  ها  ڇا  نينهن هُيا ! هئه مڙس هُيا يا شينهن هُيا!
جي ڏونگر ــ ڏيل ڏڪائي ويا ، گجگوڙ ڪري گرمائي ويا.",Sheikh Ayaz
"آ ڪنهن ڪنهن ماڻهوءَ منجهه مڻيا ، پر مون کي اهڙا مڙس وڻيا،
جي  سارو  جڳُ   جرڪائي  ويا  ،  پر  پنهنجو  پاڻ   ملهائي   ويا .",Sheikh Ayaz
"جِن پاسو ورتو ڪُوڙ ڪنان ، هي مُڙس نه ويندا مُور مَنان،
جن  واڪي  واڪي  وَس ڪيا ، جي سارو سچ ٻُڌائي ويا.",Sheikh Ayaz
"اڄ ڇوهَه انهن جا ڇوليءَ  ۾ ،  اڄ  ٻولَ  انهن  جا  ٻوليءَ  ۾
اي ڌرتي! تُنهنجيءَ جھوليءَ ۾ ، جي سُورهيه سِيس ڇُپائي ويا.",Sheikh Ayaz
"هي چوٽيءَ چوٽيءَ تي مشعل ، هي جھوليءَ جھوليءَ ۾ گُل ڦُل،
ويا سانول ڇا ڇا سَڳ ڇڏي!  ڇا  جَندڙيءَ  کي  جَرڪائي  ويا !",Sheikh Ayaz
"ڇا سمجهي تن کي جيءَ جَڏي ، آ تِن جي ڳاڙهي ڳالهه وڏي،
ها ڇا ڇا ارڏا  ڪَنڌ  اَڏي !  جي  تو  کي  مَيندي  لائي  ويا.",Sheikh Ayaz
"هي بِرهه به  ڪوئي  بَڙُ  آهي!  ڇا  جانٺي اُن جي جَڙَ آهي!
مون اُن ۾ ڪيڏا ڏار ڏٺا ، جي ڇانو ڪري ، مَن ڀائي ويا.",Sheikh Ayaz
"اي آري! تنهنجي آڍَ هُئي ، پر ڏونگر ڏاڍا ڏاڍ ڪيا!
هِي تُنهنجا پيارا پيرا ها ، جي پنهنجو پنڌ پُڄائي ويا.",Sheikh Ayaz
"ڪِئن تو کي ڪاري ٻاٽَ مڃان ، ٿي چڻنگ ڪري چمڪاٽ اڃا،
آ  ٽِم  ٽِم  ٽِم  ٽِم  لاٽ  اڃا  ،  جا  جوڳي   ڪالهه   جلائي   ويا .",Sheikh Ayaz
"هيءَ جان ته اچڻي وڃڻي آ ، پر مرندي مات نه مڃڻي آ،
مون اهڙا سو ساونت ڏٺا ، جي پنهنجو هَٺ هلائي ويا.",Sheikh Ayaz
"ڏسُ! باک ڀليري آئي آ ، ڏِسُ! سَنڌُ مٿان سَرهائي آ!
ڇو تن جي لاءِ اياز رُنين ، جي مارُو ماڳُ مَٽائي ويا",Sheikh Ayaz
"اي قوم! ٻُڌايا ٿي قِصا ڪـــــــلھ تونـــــــــکي مون تقـــــديرن جا،
اڄ باغيءَ باغيءَ جي سِــــر تـــي، ٿو ڏســــان تـــاج تعـــزيــــزن جـــا.",Sheikh Ayaz
"ڪو ڪيئن نه ڊوڙي مقتل ڏي، آ رَتَ ۾ خوشبو مينديءَ جي،
ڪو ڪيئن نه موٽي زندان ڏي، ٿا زُلف ڇِڪن زنجيرن  جا ! .",Sheikh Ayaz
"هُو ڪُوڙا ڪانئر ڪَـــــــڙڪَــــن ٿا، ۽ لاش هوا ۾ لَڙڪن ٿا،
پر ڳاڙها جھنڊا ڦَڙڪـــــــــــن ٿا ، ڇا رنگ ڏِٺم رهگيرن جــــا ! .",Sheikh Ayaz
"اڄ لال لَهوءَ جي سَرگم تي، ٿــــي مُنهنـــجي ڌرتي رقص ڪَـــري،
مُنـــــهن هيڊ ٿيا غَـــــــدارن جا، بي شـــــرم وڏيــــــرن پـــيـــرن جا.",Sheikh Ayaz
"هِي ماڻــــــهو وِھَه جـــــو ڍُڪّ ٿيا، جئن لُڪ لڳي تئن رُڪ ٿيا،
اڄ آزاديءَ جي نـــــــعري ســـــان، ســـــڀ درد ويا دلـــــگـــيـــرن جا.",Sheikh Ayaz
"هَر دوکي جي ديوار ڊَٺي ۽ اُن جــــــي سِـــــرَ ســــــِرَ ســـــان نه ملي،
اڄ ڊوڙي هـــــــر ڪــــــــــو ديــــــــوانو ٿــو کـــــولي بند اسيرن جا.",Sheikh Ayaz
"اڄ هر ڪــــــــــــنهن جو هـــــي رايو آ، تو نينهنُ ايــاز نڀــــايو آ،
تو    ڳــــــــاتا  گيت  بغاوت  جا ،  تو  لاٿا  زنگَ  ضميرن  جا .",Sheikh Ayaz
"بـــي  مــوت   مُــئــا ،  تـو لاءِ ڪُــٺـــا انـســان هــزاريــن مــان نــه رڳـــو،
هـــــن  دنـيـا  ۾  اي  ديــس !  هُـيـا  نــادان  هــزاريــن  مــان  نــه  رڳــو.",Sheikh Ayaz
"جــي راهــهِ اجــل ڪــنــهــن ورتـــي  آ ، هــن ڀـــونءِ ڪئي ٻي ڀرتي آ،
هيءَ  ڌرتــي  تو  کــي  پرتي  آ ،  مـهــمــان  هــزاريــن  مــان  نـــه  رڳـــو.",Sheikh Ayaz
"اک  ســاري  رات  نـــه  جھــپـڪي  آ ،  ۽  شبنم  شبنم  ٽَپڪــي  آ،
جي باک گُهري  ٿي  بُک ، ته اي زنــدان ! هــــزاريـــن مـــان  نـــه  رڳــــو.",Sheikh Ayaz
"ٿـــو  ســــاري ڪـــو بــه نــه سُــــڃ ـــــ مُـئا، هُو رُڃ ــــــ مُئا جي اُڃ ــ مُئا
ڇا پاپِي پَـر کــي پُــڃ  ــــــــ  مُــئــا   ،  ارمــــان هـــزاريــن مــان نــه رڳـــو .",Sheikh Ayaz
"ڇو چنڊ اسان کي رات ٺري ، ڏي چــانـــڊوڪــيءَ  جــــو  زهـــر ڀَــــري؟
آ ڪـــيڏو پـــويــــون پَـــهر پـــري ! حــيــران هـــزاريــن مــــان نــه رڳـــو.",Sheikh Ayaz
"تون چئه نه ڪُڇان، تُون چئه نه لُڇان، پر تونکان هڪڙي ڳالهه پڇان؟
تُون ڪنهن ڪنهن کي خاموش ڪندين، اعلان هزارين مان نه رڳو.",Sheikh Ayaz
"هـــــي  دٗؤر   ايــاز    گُــذرڻــو  آ  ،  ۽  پــنــهـــنـــجــو   وارو  ورڻـــــو  آ،
ڪــــــــو  ٻـــارڻُ  ته    ٻرڻو   آ ،  امڪــــــان هزارين مــان  نــه  رڳـــو.",Sheikh Ayaz
"قــدم   قــدم   تــي   هـجـومِ   زنـــدان  ،  نــظـر   نظر   ۾ شراب خانا
ڪـــري   ويــو   ڪــير   بــارشِ   مَيءِ  ،   خمار   آلود   ٿيا   زمانا",Sheikh Ayaz
"شعورِ   هستي    جتي    ڪٿي   آ  ،  شعارِ هستي ڪٿي ڪٿي آ
پيئو   پـيـئاريــو  ،   جـيــئو   جيـئـاريـو  ،  مـــــگر   به   اندازِ   عارفانا",Sheikh Ayaz
"اسان جو چاهيو ته  روح  تنهنجو  چپن  مان چُوسي  وٺون  ته  ساقي
گهڙي   نه   گذري   خلاف   پنهنجي   ٿيا سمورا   شراب   خـــــــانا",Sheikh Ayaz
"ڪڏهن ڪڏهن مؤج مَيءِ مان اُڀري خودي وري غرقِ جام ٿي وئي
ڪـــــنـدو   رهـيو    ســـاحــلِ    تمنا سوين   اشارا  ،   سوين   بهانا",Sheikh Ayaz
"مثالِ   سيلاب   وقت   گذري  ،   لُٽي  ڇڏيو   قصرِ   عاشقيءَ   کي
ڪٿي   جبينون    جھڪيون   آلائي  ،  جٿي   هيو  سنگِ آستانا",Sheikh Ayaz
"اڙي! اڙي! ترس ترس، ڪنهن کي  مٽائين  ٿو  بي  خبر  ،  نظر   ڪر
  ايــــــاز     آ   شاعـــرِ   محبـــــت  ،   اڙي   زمـــانا   ،  اڙي   زمانا",Sheikh Ayaz
"ڇا  لاءِ  مرن  ۽  مارن  ٿا  ،  هي  جڳ   جا   جھيڙا   ڇا   معنى ؟
ڪنهن  ساڻ  وڙهين  ٿو  سپني  ۾ ،  هي  گوڙ  بکيڙا  ڇا  معنى ؟",Sheikh Ayaz
"هي ساٿي  ڪهڙا  ساٿي  ها ؟  آ  هر  ڪنهن  پنهنجي  راھه  ورتي،
هو  هَر  ڪنهن  کي  هيکل  وڃڻو ،  هِي  سارا  ميڙا   ڇا   معنى ؟",Sheikh Ayaz
