Couplet,Poet
"ڏِسڻ کان پو کِلڻ آهي، کِلڻ کان پو مِلڻ آهي،
مِلڻ کان پو ڇِڄڻ آهي، ائين آهي ته ڇو آهي؟",Masroor Pirzada
"زندگي راهه آهه منزل جي،
هر ڪو انسان ان جو راهي آ.",Masroor Pirzada
"تنهنجو به هو ڪو همسفر، منهنجي به هئي ڪا همسفر،
هڪٻئي جي دل کان پر جُدا، نه ئي تون هُئينءَ، نه ئي مان هُيس.",Masroor Pirzada
"ڪنهن سُڪل گُلّ جئن رکيل ڀُل ۾،
هيءَ حياتي ڪتاب ۾ گذري.",Masroor Pirzada
"ڇو ڇِنين پيو انھي کي ٽاريءَ تان؟
ڏِس ته ڪيڏو گلاب پيارو آ!",Masroor Pirzada
"پنهنجو نه آهه ڪير ته پو غير سان مِلو!
ها، پيار هي پرائو، اُڌارو بُرو نه آ !",Masroor Pirzada
"ڪَنڊا لڳا ۽ منهنجون، هي آڱريون لَهُو ٿيون،
پر جو سجايو آ مون، گُلدان مختلف آ.",Masroor Pirzada
"جُدا ٿئي ته ڪئين سال ٿي ويا پو ڀي،
لڳي ٿو هو ته سندم آس پاس اڄ ڀي آ.",Masroor Pirzada
"مال ۽ دولت جي رستي جا، يار! مسافر ڪيئي آهن،
دل ۽ روح سندي رستي جا، يار! مسافر ٿورا آهن.",Masroor Pirzada
"هيءَ حُسن جي حقيقت، ڪو خواب ٿي سگهي ٿي،
ناياب ٿي سگهي ٿي، ڪمياب ٿي سگهي ٿي.",Masroor Pirzada
"پيار جي ڪا ڪندي اداڪاري،
پيار ٿي وِيو سچو پچو هاڻي.",Masroor Pirzada
"ڄڻ ته ديوار  چين جيڏي آ،
ياد جيڪا اڏي ويو آهي.",Masroor Pirzada
"ويڄُ منهنجي وُجود جو آڻيو،
هي ڏُکايو، ڏَڏَن آ ڏِيل وڏو.",Masroor Pirzada
"ڀاڪرن ۾ ڀري ته وٺ مون کي،
هيءَ جُدائي به سيءُ پارو آ!",Masroor Pirzada
"دوستيءَ جي نڀاءَ لئه ""وھ، واھ""
شاعريءَ ساڻ دشمني ٿئي ٿي.",Masroor Pirzada
"هاڻي پرين! هلي آ! مَن منهنجي ۾ ڀلي آ!
هاڻي گناهه ڪنهن جي، ڪا گندگي نه آهي.",Masroor Pirzada
"جنّت (جنهن مان تڙجي نڪتين)
ماڻڻ، تنهنجو مقصد آدم!",Masroor Pirzada
"سڀ آ چَيل چَوڻ لئه، باقي بچو به ڇاهي!
سڀ آ لکيل، لکڻ لئه، باقي بچو به ڇاهي!",Masroor Pirzada
"يار کي پيار ٿي ويو هوندو،
پيار پو ڄار ٿي ويو هوندو.",Masroor Pirzada
"رات جو خواب ۾ اچي منهنجي،
ڄڻ ته مون کي سڏي ويو آهي.",Masroor Pirzada
"""جو دم غافل، سو دم ڪافر""
توکي ساريان ٿو مان هردم.",Masroor Pirzada
"ٿو جهان جي مان خيالن ۾ ٻُڏان،
پر مون کي منهنجو اُڪاري چنڊ ٿو.",Masroor Pirzada
"آنءُ لڇندو رهيس، مِينهن وسندو رهيو.
مينهن ۾ لُڙڪ هي، سڀ ويا اڄ لِڪي،",Masroor Pirzada
"عشق ملايو ساهڙ سان،
پنهنجو گهر، ورُ هوندي ڀي.",Masroor Pirzada
"ٽهڪَ آرام سان سُتا هن جا،
پر سندس نِير نِير جاڳي ٿو.",Masroor Pirzada
"محبوبڙي نه مون کي، ڪائي ملي مُڪّمل،
ڪنهن ۾ جمال، ڪنهن ۾، شائستگي نه آهي.",Masroor Pirzada
"اِجهو ٿو ڇُهي پيار پارس جيان هي،
اِجهو سون سارو ٿيڻ وارو آهيان.",Masroor Pirzada
"ٿڪا ٽـُٽا ها سڀئي ڇانو ۾ اچي ويٺا،
اسان جي دل به وڏو يار! ڪو درخت هيو.",Masroor Pirzada
"مان پنهنجو پاڻُ سنواري رکان ٿو ساجن لئه،
اِها سندس آ پو مرضي ڏسي، ڏسي نه ڏسي!",Masroor Pirzada
"اُڃّ لٿي ئي ڪين سندم،
ساٿ سمندر هوندي ڀي.",Masroor Pirzada
"دنيا کي ديوانو گهرجي!
ماڻهو ڪو مستانو گهرجي!",Masroor Pirzada
"رڙي ٿي هر ڪائي راتڙي پئي،
ڏکن ۾ گذري ٿو هر ڏهاڙو.",Masroor Pirzada
"مارِ! مُکڙي ۽ چئه ته ڪاري آ،
مارِ! پوپٽ ۽ چئه ته ڪارو آ!",Masroor Pirzada
"حياتي هونءَ ته آهي بي سَوادي،
ها، لُڙڪن- ذائقو نمڪين آهي.",Masroor Pirzada
"زندگيءَ ۾ نڀاءُ ئي ڪونهي،
نينهن ۾ ئي نڀاءُ ڇو آخر؟",Masroor Pirzada
"ڪيڏي آهي رونق ٿي!
مون تي کنڊر هوندي ڀي.",Masroor Pirzada
"اڃا به اڳ جيئن سنڌ تي پئي،
ڪري ٿي ڪاهون ڪا فوج ڌاري.",Masroor Pirzada
"دُنيا، جهانُ سارو، ساڳيو اُهو ئي آ،
بس پيار ئي او پياري! پنهنجو اُهو نه آ.",Masroor Pirzada
"آ شاعري عبادت، جنهن منجهه ئي مٺا!
مان ٿو ملان خُدا سان، جئن تون نماز ۾.",Masroor Pirzada
"پُٽ مري ويو شهر ۾ پر بيخبر،
ماءُ کي هن جي ورڻ جي آس آ.",Masroor Pirzada
"پيار جو ڄار  آهه آزادي،
تنهنجو تنهن کان ڇڏاءُ ڇو آخر؟",Masroor Pirzada
"عُمر جي اڄ ڀي نديءَ تي سانوري!
تنهنجو گُل جئن پيار تَرندو پيو وڃي .",Masroor Pirzada
"ڏاڍي جي ڏاڍ تي هيءَ، ڏَڪ ڏَڪ دنيا ڏَڪي آ،
پر پريت پنهنجي پياري، هر ڏاڍ کان پَڪي آ.",Masroor Pirzada
"زندگي راند اجائي آ، اجائي جنهن ۾،
هار ۾ آهه ڀلا ڇا! ۽ کٽڻ ۾ ڇاهي!",Masroor Pirzada
"وقت مون کي ڇڏي ويو پُٺتي،
ٿورڙي مون پٽي جو ساهي آ.",Masroor Pirzada
"اڄ ڪري موت جي حوالي ٿي،
زندگي مهربان ٿي ويئي،",Masroor Pirzada
"مُند آئي بهار جي آهي،
دل مگر خوشگوار ڪير ڪري!",Masroor Pirzada
"هِن بُکّ ۾ بِرهه جي ڀلا کائجي دغا!
هن اُڃّ منجهه لُڙڪ هي کارو بُرو نه آ.",Masroor Pirzada
"لفظ ٿورا، پرين! گهڻا ڳوڙها،
هيءَ ملاقات آخري ٿئي ٿي،",Masroor Pirzada
"مرڻ کان پوءِ وڃي ٿوهي آدمي ڪا ڏي؟
مرڻ کان پوءِ ئي هيءَ ماجرا به ِڏسڻي آ.",Masroor Pirzada
"آنءُ سالن کان پوءِ پهتس جو،
مُسڪرايو هي گهر جو ڄارو آ.",Masroor Pirzada
"ڪٿي ۽ ڪيئن خُدا آ؟ خبر نه آ مون کي،
وُجود ۾ يا جُدا آ؟ خبر نه آ مون کي.",Masroor Pirzada
"دل تو لئه ۽ جسم به تو لئه،
تو لئه منهنجو تن من آهي.",Masroor Pirzada
"نِينهن جي مِينهن جو مزو ماڻيئه،
بس گهڻو ٿيو، اچو! بَچو هاڻي!",Masroor Pirzada
"مان زمانن جي قيد ۾ ناهيان،
لامڪاني مڪان ٿي ويئي.",Masroor Pirzada
"آهه سهولت هر ڪا مُيّسر پوءِ به منهنجي،
سُک سان گذري ٿي هر ساعت، ايئن به ناهي.",Masroor Pirzada
"ٿورڙو ڪُفر دين ۾ آهي؟
تو لئه سجدو جبين ۾ آهي.",Masroor Pirzada
"دل سندي مان رستي تي، ٿو هلان هميشه ئي،
تنهن ڪري ئي دنيا کي پيو خفا ڪندس آئون.",Masroor Pirzada
"زندگي هيءَ گذارڻ به ڏُکّي آ  ڏاڍي،
موت آهي هتي آسان، ڏِسون ڇا ٿو ٿئي!",Masroor Pirzada
"ڪنهن حويليءَ جي نويلِي نارِ کي،
پيار مان ڄڻ هو پُڪاري چنڊ ٿو.",Masroor Pirzada
"مڃان ٿو شاعريءَ جي لئه، گهڻيون ئي ڳالهڙيون آهن،
مگر هيءَ شاعري مون لاءِ آهي ڳالهڙي تنهنجي.",Masroor Pirzada
"سموري دولت ۽ ڌن کڻي ويو،
هڻي ويو موت آهه ڌاڙو.",Masroor Pirzada
"ڌاريو پنهنجو پاڻ لڳي،
پنهنجو ئي ترُ هوندي ڀي.",Masroor Pirzada
"آهه ماحول هي مُعطّر ٿيو،
کِلّ هن جي به ڄڻ کٿوري آ.",Masroor Pirzada
"عطرجي تون نه ڪر، بس رڳو ڳوٺ ۾،
مِينهن کان پوءِ مهڪار جي ڳالهه ڪر!",Masroor Pirzada
"ها، حياتي لکان مِلڻ کي مان،
۽ جُدائي کي اجل لکجي.",Masroor Pirzada
"پيغام، فلسفي ۽ تبليغ کان گهڻي،
آ سُونهن شاعريءَ جي سوز و گداز ۾.",Masroor Pirzada
"هر پيار ڀَلو هوندو آهي، پو پيار ڀلي ڪهڙو به هجي!
ها يار خدا جو جلوو آ، پو يار ڀلي ڪهڙو به هجي!",Masroor Pirzada
"خامشي، گُفتگو اسان جي آ،
بي زباني زبان ٿي ويئي.",Masroor Pirzada
"آخر ٻاهر ڇو رُليس؟
اهڙو اندر هوندي ڀي!",Masroor Pirzada
"لهُو لهُو رڳو لاشا گُلن جا پيا آهن،
ٻُڌاءِ يار! انهي کي بهار چئبو آ.",Masroor Pirzada
"لُڇي ۽ تڙپي ٿي سنڌ ساري،
اڃا به ڪاري سا رات جاري.",Masroor Pirzada
"هن خزان کي بهار ڪير ڪري!
هاڻ توساڻ پيار ڪير ڪري!",Masroor Pirzada
"نازڪي هن جي هٿن جي هيءَ ڏسي،
اڄ گُلن کي ٿي ڇڄڻ جي آس آ۔",Masroor Pirzada
"منهنجي ناپائدار جيون کي،
پيار سان پائدار ڪير ڪري!",Masroor Pirzada
"رڳو تنهنجي هُجڻ سان ٿي، مِلي هر چيز کي معنيٰ،
وڻائي ٿي سڄي دنيا، مون کي موجودگي تنهنجي.",Masroor Pirzada
"عشق خود صلو آهي، شعر خود صلو آهي،
عشق، شاعري ويٺو، او مٺا! ڪندس آئون!",Masroor Pirzada
"زندگي بي حساب چاهي هئي،
حل نه ٿيندڙ حساب ۾ گذري.",Masroor Pirzada
"خدا سمجھڻ جي ڪارڻ يا ته ڪو مذهب نه ڪافي آ،
يا سمجھن لئه وري بس مور جي ڪو رقص ڪافي آ.",Masroor Pirzada
"ڏِس ته هيڏي حَسين دنيا کي،
ڪو نه آهي جٽاءُ، ڇو آخر؟",Masroor Pirzada
"حسين ايڏي ته هوءَ ناهي، مگر لڳي پيار ۾ ٿي سُهڻي،
نه چنڊ چوندس نه ڦُول هن کي، اهو اجايو وڌاءُ آهي .",Masroor Pirzada
"شعر لکڻ آ شوق جنين جو، اهڙا شاعر ڪيئي آهن،
شعر عبادت آهه جنين جو، اهڙا شاعر ٿورا آهن.",Masroor Pirzada
"آ ڪِري پاندَ ۾ اچي پاڻهي،
ڇوڪري ڦلُّ ڪو پَڪل لکجي.",Masroor Pirzada
"دل جو دشمن آهي هُو،
دل جو دلبر هوندي ڀي.",Masroor Pirzada
"جنهن منهنجي زندگيءَ کي تبديل هو ڪيو،
سو ڏينهنُ، ماههُ، سالُ، اڃا ياد ٿو اچي.",Masroor Pirzada
"موت جي جاڳ ٿي ته سمجهوسين،
زندگي هيءَ خواب ۾ گذري.",Masroor Pirzada
"سفر ٿوري جي ڪارڻ ڀي، ڪبو ڪو انتظام آهي،
مٿان ٿي موت تڏهين ڀي، سندءِ بي انتظامي آ.",Masroor Pirzada
"جنون ۾ پاڻ کي او جاني! صفا گهڻو ڀي نه ڊاهجان تون،
گهڻو ڊهي وئين اگر ته پو تون ٺهي نه سگهندين، چيو هيو مون.",Masroor Pirzada
"بچو نه آهه اسان وٽ اوهان جو ڪجهه هاڻي،
اوهان جي هاڻ جُدائيءَ جو غم به ڪونهي ڪو.",Masroor Pirzada
"ٻيا ٻارَ ڀلي سُهڻا به هجن، هوشيار هجن، ڪيڏا به ٺهن!
پر پنهنجو ٻار ته ٻي شي آ، پو ٻار ڀلي ڪهڙو به هجي!",Masroor Pirzada
"عشق ۾ تون گهُرين عياشي ٿو،
هي نفعو ڪين آ، خسارو آ.",Masroor Pirzada
"سندم پيار دنيا سان آهي وڌي ويو،
لڳي ٿو ته دنيا ڇڏڻ وارو آهيان.",Masroor Pirzada
"آهه من ۾ جو سُتو شاعر پيو،
پيار سان اُن کي اُٿاري چنڊ ٿو.",Masroor Pirzada
"مون ته عبادت ڪئي دل ۾،
مسجد، مندر هوندي ڀي.",Masroor Pirzada
"بس عشق ساڻ حاصل، پائندگي ٿئي ٿي،
باقي ته ڪنهن به شيءِ ۾، پائندگي نه آهي.",Masroor Pirzada
"نظر جو نه ايندو آ سو ڀي ڏسان ٿو،
جڏهن کان اندر جي کُلي اَکِ آهي.",Masroor Pirzada
"ملي ٿو چين منهنجي روح کي سوچن جي ٻانُهِن ۾،
سبب سوچي حياتيءَ جو، ٻُڌائي ٿي اڪيلائي.",Masroor Pirzada
"دوزخ جهڙي ڌرتي هاڻي،
جنَّت جيئن جوانو! گهرجي!",Masroor Pirzada
"سولائيءَ ۾ آهه ڏُکيائي،
جيون سولو هوندي جوکم.",Masroor Pirzada
"سُتل آهين سُرَ سائين! اسان جي دل ۾ اڄ تائين،
انهن جي بس وڄڻ جي لئه، اوهان جو لمس ڪافي آ.",Masroor Pirzada
"ذات پنهنجي سڄي مون ڊاهي آ،
تنهنجي تصوير پوءِ ٺاهي آ.",Masroor Pirzada
"ڇا رُوپ هُيس، ڇا رنگ هيس، ڇا واسُ هيس، ڇا انگ هُيس!
هُو شخص به ڪو گلزار هو ۽ گلزار به ڪو اهڙو تهڙو!",Masroor Pirzada
"جَنّت جي لوڀ ڇڏ تون، دوزخ جو خوفُ ڇڏ تون!
هي لوڀ، خوف آهي، هيءَ بندگي نه آهي.",Masroor Pirzada
"ڪين انصاف عشق سان ٿيو آ،
عقل جي ڀاءُ! بادشاهي آ.",Masroor Pirzada
"توکان حال ڀلو آهي،
منهنجو ابتر هوندي ڀي.",Masroor Pirzada
"اَٿس جي ڪين ماڻهن سان مُحَبت،
ته ديني آدمي لادين آهي.",Masroor Pirzada
"اک اُتڙي وڃي اڙي آهي،
جت چَوڻ ۽ نه ڪو ئي چارو آ.",Masroor Pirzada
"مان ٿو وڃان حيات ڇڏي اڄ ممات ۾،
هڪ ڪائنات کي ڇڏي ٻي ڪائنات ۾.",Masroor Pirzada
"کوڙ ماڻهو حَسين آھن پر،
هر ڪنهين سان نه عاشقي ٿئي ٿي.",Masroor Pirzada
"لِڪَّ ۾ حُسن پُرڪشش آهي،
نار! ايڏو نُماءُ ڇو آخر؟",Masroor Pirzada
"هي جسم ڀي کڻي وڃ! اي دل جا چور! هاڻي،
هن جسم جي هُجڻ لئه، باقي بچو به ڇاهي!",Masroor Pirzada
"سچ پُڇين جي ته پيار ۾ پيارا!
پنهنجي تڪليف ئي مون چاهي آ.",Masroor Pirzada
"ظُلم ڪيڏو ڪري ويو آهي،
مون کي جيئرو ڇڏي ويو آهي!",Masroor Pirzada
"جي عشق هلي اڳيان اڳيان، ڪنهن هاديءَ جان، ڪنهن رهبر جان،
پو هر ڪو سفر آسان ٿئي، دشوار ڀلي ڪهڙو به هجي!",Masroor Pirzada
"اڃا به آ عشق ڏوهه هتڙي،
اڃا مُحبّت ٿئي ٿي ڪاري.",Masroor Pirzada
"خدا جون خُوبيون پيو ٻُڌائي، اسان کي جانان! جمالُ تنهنجو،
ٿي واسُ ڏئين تون ۽ ولِ وانگي، ويڙهي ويو آ وصالُ تنهنجو.",Masroor Pirzada
"ڳالهه جنهن جي سُڳنڌون پکيڙي ڇڏي،
گُلَ جهڙي انهي، نار جي ڳالهه ڪر!",Masroor Pirzada
"عاشق ٻُڏي ئي ويندا، گهر گهاٽ ڀي گهڻا ئي،
هيءَ سُونهن تنهنجي سهڻي، سيلاب ٿي سگهي ٿي.",Masroor Pirzada
"دل جو مڃان ٿو منهنجي، ڌڙڪو اُهو نه آ،
پر تنهنجو ڀي ته جانان! جلوو اُهو نه آ،",Masroor Pirzada
"هُو اچي يا نه اچي، توکي سڏڻ ۾ ڇاهي!
آزمائي اها قسمت  به ڏِسڻ ۾ ڇا هي!",Masroor Pirzada
"صحيح سڃاتو سين ساجن، پِي عشق جو پيالو،
اصل ۾ هوش کي هتڙي خمار چئبو آ.",Masroor Pirzada
"اُصول عشق جا ٺاهيا به مون نوان آهن،
سو عشق آنءُ ڪيان ٿو، نئين نموني سان.",Masroor Pirzada
"هِتي نه عشق نه ئي عقل، علم آهي ڪو،
انهي ئي حال کي ڏاها! ڏڪار چئبو آ.",Masroor Pirzada
"جا تَڏي تي آهه ويٺل پُٽَ جي،
ماءُ اُن کي ڄڻ ته ماري چنڊ ٿو.",Masroor Pirzada
"پَتو پوندءِ، ڪري ڏِس پيار ڪنهن سان،
ته جيون ڪيترو رنگين آهي!",Masroor Pirzada
"نِينهن جو نانگ ناهه منهنجي وس،
سو سپيري جي بِين ۾ آهي!",Masroor Pirzada
"لوءِ هن مان لَڏي ويو آهي،
هو سفر تي وڏي ويو آهي.",Masroor Pirzada
"مُون بن اڌُوري تون هُئينءَ، تو بن اڌورو مان هيس،
هن پيار ۾ پوري پِيا! نه ئي تون هُئينءَ، نه ئي مان هُيس.",Masroor Pirzada
"منزل جو ڏوھه ان ۾، ڪهڙو  ڀلا پرين!
ڀٽڪيل اسين، اسان جو رستو اُهو نه آ.",Masroor Pirzada
"جيڏو تو ۾ جُهڪاءُ آ، تيڏو،
تنهنجو اُوچو مقام ٿي ويندو.",Masroor Pirzada
"ڏس اُداسي اچي آ اندر ۾ لٿي،
اڄ ته سُپرينءَ جي رُخسار جي ڳالهه ڪر!",Masroor Pirzada
"سُکّ سان ڪئن ڀلا سُمهي سگهندو؟
مارئي! هي ملير جاڳي ٿو.",Masroor Pirzada
"شاعري مون لاءِ هاري چنڊ ٿو،
ڪيتريون گڻتيون ٻُهاري چنڊ ٿو.",Masroor Pirzada
"تون عشق ساڻ اُجريون اکڙيون ڪري ته ڏس!
ميري نگاهه سان ٿو ميرو نظر اچي.",Masroor Pirzada
"رُوح لکجي گُلاب جو ٻُوٽو،
شاعري، مينهن ڪو وُٺل لکجي.",Masroor Pirzada
"باهه ٿي ڪا پئو بغاوت جي،
نوجوانو! مَچو مَچو هاڻي!",Masroor Pirzada
"ڪا ڳالهه ڀي نه هوندي، پوڀي تون ياد ايندين،
جڏهين به جيءُ جهُرندو، ڏاڍو تون ياد ايندين.",Masroor Pirzada
"پنهنجي وجود جو ڀي، مون کي پتو نه آهي،
هن عشق جيئن جاني! ڪوئي نشو نه آهي!",Masroor Pirzada
"رُوح هن جو سُتو پيو آهي،
شهر جو بس سرير جاڳي ٿو.",Masroor Pirzada
"جڏهين به مينهن وَسندو، ڏاڍو تون ياد ايندين،
جڏهين به چنڊ چَڙهندو، ڏاڍو تون ياد ايندين.",Masroor Pirzada
"تعبيرن جو ڏَسُّ ڏيي جو،
اهڙو خواب سهانو گهرجي!",Masroor Pirzada
"بس اِهو عشق ئي آهي جو ڪري ٿو جادو،
باقي هڏ ماس جي سُهڻي ۽ سڄڻ ۾ ڇاهي!",Masroor Pirzada
"جڏهين اکين ۾ هن جي، گَهرو گهڻو گهڙيس،
تڏهين جَهانُ ٿو هي گَهرو نظر اچي.",Masroor Pirzada
"توسان  ملڻو آھه ضروري،
مون کي ڪين بهانو گهرجي.",Masroor Pirzada
"دل تي جو ڌَڪُ دلبر، منهنجي هنيو هُيو سو،
اڄ تائين آهه تازو، اڄ تائين دل ڌَڪي آ.",Masroor Pirzada
"خوشيءَ ۾ درد آ ڪوئي، فقيريءَ ۾ اميري آ،
عياشيءَ ۾ اُداسائي، اسان کي عشق سمجھائي۔",Masroor Pirzada
"مون کي ملڻو آ ""مون"" سان ئي،
مون کي ڪو ويرانو گهرجي!",Masroor Pirzada
"عشق ڪڏهين نه جنهن ڪيو هوندو،
سو گُنهگار ٿي ويو هوندو.",Masroor Pirzada
"سندءِ تنقيد ٿي ماري، نه مون کي پر رڳو توکي،
اها تنقيد ڄڻ اهڙو ڪو حملو آپگهاتي آ.",Masroor Pirzada
"آنءُ سهڻيءَ جيان ٻُڏي ويندس،
هيءَ درياھ جيئن دُوري آ.",Masroor Pirzada
"ٿورو جي اڳ ۾ پاڻَ مُئاسين ته پوءِ ڇا!
ڇوعشق جو شراب گهٽائي ڇڏڻ کپي؟",Masroor Pirzada
"هي چاههُ، چنڊ جيان چوڏهينءَ جي ٿي ويو آ،
هلي آ! چاندني پو هيءَ بچي، بچي نه بچي!",Masroor Pirzada
"جنهن جي تياري صفا نه آهي، سو
زندگي امتحان ٿي ويئي.",Masroor Pirzada
"توبن ٿو وَڍي روُح اُتر واءُ، هلي آءُ!
سنسار سڄي ۾ نه سڄڻ! ساءُ، هلي آءُ!",Masroor Pirzada
"مُسافر جيئن ماڻهو آ، سفر وانگي حياتي آ،
سڀن جي آخري سائين! اِها منزل مِماتي آ.",Masroor Pirzada
"ڀل ڪيڏو مرض عجيب هجي، پر جڏهين عشق طبيب هجي!
سو پل ۾ چاڪ چڱو ٿيندو، بيمار ڀلي ڪهڙو به هجي!",Masroor Pirzada
"هي موت آ شڪاري، جنهن آ حيات ماري،
هن جي شڪار کان ڪو، ماڻهو بچو نه آهي.",Masroor Pirzada
"ڇڏ شڪاري! ڏِس پکيءَ کي ڪيتري،
آسمان تي اڄ اُڏڻ جي آس آ!",Masroor Pirzada
"قهار رسمون ڳِهي وڃن ٿيون، محبتون ڪئين هتي اسان وٽ،
تڏهن به يارو! پيو ڪڏهن ڀي، محبتن جو ڏڪار ناهي.",Masroor Pirzada
"مصروف ٿي ويو هان، ڪم ڪار ۾ گهڻو مان،
فرصت جو عيش ۽ سا آوارگي نه آهي.",Masroor Pirzada
"""آ عمر اجائي عشق بنان، ها سونهن بنان ۽ سچّ بنان""
هيءَ وائي هر ڪنهن وات هجي، ۽ تون به هُجين، ٻيو ڇا گهرجي!",Masroor Pirzada
"ناداني، دانائو! گهرجي،
دانائي، نادانو! گهرجي.",Masroor Pirzada
"ٻُڌايو آهه ڇڻيل هِن گُلاب اڄ مون کي،
اُجاڙ باغ سندي ٽار ٽار جو قِصّو!",Masroor Pirzada
"اسان کي روح جي آزادگيءَ جي لاءِ او جاني!
نه ڪوئي قافلو گهرجي، فقط هڪ شخص ڪافي آ.",Masroor Pirzada
"ها پيار منجهه تنهنجي، رُسوائيون مليون ڪي،
پر پو به پيار تي ڪا، شرمندگي نه آهي.",Masroor Pirzada
"آسان آهه جيڪو، مشڪل پيو لڳي،
اوکو ٿو پنڌ مون کي سوکو نظر اچي.",Masroor Pirzada
"جَهانُ هيءُ سمورو فريب آ بابا!
مگر ڇا پيار به پُورو فريب آ بابا؟",Masroor Pirzada
"اوهان جون هي ڳالهيون، سمندر جئن سُهڻيون،
انهن جي ڪُنن ۾ ٻُڏڻ وارو آهيان.",Masroor Pirzada
"روح جي غار ۾ به ڪنهن ڪنهن جي،
شاعري تيز روشني ٿئي ٿي.",Masroor Pirzada
"هي درياهه دل جو چوي ٿو پيو:
مُحبت سندو ڪو سمندر کپي!",Masroor Pirzada
"وڏو ڏُکُ ڏاڍو ڏسڻ وارو آهيان،
جُدائي مان تنهنجي سهڻ وارو آهيان.",Masroor Pirzada
"سفر اوکو به سوکو آ، اڃا وک تيز تر آهي،
اوهان جي سارَ او سائين! اسان جي همسفر آهي.",Masroor Pirzada
"چريو، ديوانو ۽ مست، مجنون، چيو سڀن عشق ۾ اسان کي،
مگر اسان کي لقب لڳا سي، اسان جي دل شرمسار  ناهي.",Masroor Pirzada
"اڄ عشق جو اکين ۾ سپنو اُهو نه آ،
اڳ جئن جنون ۽ سو جذبو اهو نه آ.",Masroor Pirzada
"افسوس آهه مون کي، تو بن به خوش رهان ٿو،
افسردگي اِها آ، افسردگي نه آهي.",Masroor Pirzada
"اوهان به يار! حقيقت کڻي مڃو هاڻي،
سفر ڏُکيو نه هيو، حوصلو ئي پست هيو.",Masroor Pirzada
"هُن سندو ساههُ ڪين آ نڪتو،
اصل ۾ هو آ ساهه مان نڪتو.",Masroor Pirzada
"شهر ۾ هڪ فقير جاڳي ٿو،
جنهن جو هردم ضمير جاڳي ٿو.",Masroor Pirzada
"اڃا به نيڻ اٿس ڳالهه ڳالهه تي آلا،
حساس ڪالهه هيو جو حساس اڄ ڀي آ.",Masroor Pirzada
"هر مُند تنهنجي مٺڙا! آڻي ٿي سڪَ سهڻا!
جيسين هي ساهه هلندو، ڏاڍو تون ياد ايندين.",Masroor Pirzada
"ڏُکّ جو سُکّ جو حياتيءَ ۾،
هاڻ ويٺو شمار ڪير ڪري!",Masroor Pirzada
"هيءَ بازار جيئن دنيا آ،
ڪين ڪجهه آ هتي سچوهاڻي!",Masroor Pirzada
"جو وَڌي پيو تنهن جي، راهه ٿي وڃي روڪي،
سڀ ڄُنڊا پَٽن ٿا پيا، پَٽ پٽان لڳي پئي آ.",Masroor Pirzada
"زندگي هيءَ ""يقين"" آ ڪڏهين،
۽ ڪڏهن هيءَ ""گمان"" ٿي ويئي.",Masroor Pirzada
"هن جي وجود ۾ ئي آهي خدا لِڪل،
سنگيت جئن لِڪل آ خاموش ساز ۾.",Masroor Pirzada
"ڪين ڪجهه هُن ڪُڇيو هيو ليڪن،
نِينهن هُن جي نِگاهه مان نڪتو .",Masroor Pirzada
"مون کي مٺا! مُيّسر، ھر آ ھتي سهولت،
ها پر سُڪون واري، سا زندگي نه آهي.",Masroor Pirzada
"تو سان منهنجي ناهي چاهت، ايئن به ناهي،
آنهه رڳو تون ئي بس راحت، ايئن به ناهي.",Masroor Pirzada
"هي وقت آ جو جُدا ٿيون مگر تون مان،
لباس هئا سين هڪٻئي جو، سو به وقت هيو.",Masroor Pirzada
"هي زمانو ڪِنو ڌپارو آ،
پيار پر ڄڻ گُلن جو ٻارو آ.",Masroor Pirzada
"آنءُ ٻُڌندو رهيس، مِينهن وسندو رهيو.
شعر ائن ٿا اچن، ڄڻ ڦڙيون ٿيون پون،",Masroor Pirzada
"مِمات بعد حيات آ؟ خبر نه آ مون کي،
فنا کان پوءِ بقا آ؟ خبر نه آ مون کي.",Masroor Pirzada
"انسان به ڪکڙن، ڪانن ۽ ڪاٺين جو ٺاهيل جهُوپو آ،
۽ صدمن جي طوفانن ۾، هي جهُوپو جهُرندو رهندو آ.",Masroor Pirzada
"ڪتابن ۾ به لاعلمي، خبر ۾ آھه بي خبري،
۽ نادانيءَ ۾  دانائي، اسان کي عشق سمجھائي۔",Masroor Pirzada
"مِلڻ جو سُکُّ ڀي سانڍيو، ڇِڄڻ جو ڏُکُّ ڀي سانڍيو،
اوهان پاران مِليو جيڪو، سو سانڍيو عُمر ڀر آهي.",Masroor Pirzada
"تو بن اُداس گذري، هيءَ زندگي يَڪي آ،
غم هي سَهي سَهي دل، اڄ پئي ٿَڪي ٿَڪي آ.",Masroor Pirzada
"هي جيڪو منهنجو فن آهي،
دلبر! تنهنجو درپن آهي.",Masroor Pirzada
"پرينءَ کي پاڻ پَسان ٿو، نئين نموني سان،
نوان ڪي خواب ڏسان ٿو، نئين نموني سان.",Masroor Pirzada
"هن موت جيئن چورُ ڏِٺو سين نه ساٿيو!
سڀ ڪجهه کڻي هليو ويو هڪ واردات ۾.",Masroor Pirzada
"جلوس پوءِ جوابن جا شروع ٿيا جاني!
مگر انهن کان گهڻو ئي سوال هو اڳ ۾.",Masroor Pirzada
"منهنجي من ۾ ئي منهنجو مُرشد آ،
پنهنجي من جو مُريد آهيان مان.",Masroor Pirzada
