Couplet,Poet
"سُونهن وارا دور ٿيندا پي ويا.
ڄڻُ سهارا دُور ٿيندا پَي ويا.",Adil Soomro
"تنهنجي دُوري دل ۾ خنجر ٿي هڻي
هي وڇوڙو ڄڻُ سزا آ ٿي ويو.",Adil Soomro
"سجَ صُبحَ جو دَرُ اچي کڙڪائيو
راتِ ساري دردَ جيان گُذري وَئِي.",Adil Soomro
"جڏهن به تُون اسٽيج تي آئينءَ ٻٽڙي لفظ چَوڻ
شور ۾ ورتل ميڙَ ۽ جلسا گُونگا ٿي پَئي ويا.",Adil Soomro
"اسان جي اُميدن جي ڦاٽل وڳي تي
ٿوري وقت لئه ڄڻُ چَتيون خُواب ٿيا ها.",Adil Soomro
"روحَ ۾ سَوَ رنگَ ٿا جاڳي پَون
شاهه! توکي مون جڏهن آهي پڙهيو.",Adil Soomro
"تنهنجو نانءُ اُچارڻ عبادت اسانجي
سِوا ذڪر ان جي گھڙيون سڀُ اجايون.",Adil Soomro
"مان وڇوڙي جُون ڪيان ٿو ڳالهيون
۽ اوهان کي ٿو اِهو چرچو لڳي.",Adil Soomro
"ڪيڏا چرچا پيارن سان
ڪن ٿا کوُهه اڃارن سان",Adil Soomro
"”مونکي ايڏو سارِ نه تون“
چنڊَ پرينءَ کي چَئي آ.",Adil Soomro
"مارئيءَ جو کوُههُ آهي ويو سُڪي
۽ عمر جي محل ۾ هِڪُ سَمُنڊُ آ.",Adil Soomro
"پلازا ڪي پيرن ۾ جھڳيون
هر فليٽ مان اک نهاري",Adil Soomro
"جي رهيا خوددار تن لئه ديس ۾
ٺوڪرُون ۽ ذلتون ساڳيون رهيون.",Adil Soomro
"ڪيسين گھايل پير ڪندين هي
اڳيان سمورا پاڇا ٿئي.",Adil Soomro
"ٿڪل شامَ جهڙي حياتي اسانجي.
خالي لامَ جهڙي حَياتي اَسانجي.",Adil Soomro
"هر منظر آ خوف ۾ ورتلُ
جي دلبرُ آ خوفَ ۾ ورتَلُ.",Adil Soomro
"ننڊ اڪيليءَ سان ڪمري ۾
ٻکجي ويا اڌَ راتي سپُنا.",Adil Soomro
"تو ڏٺي پيارَ جي ڪا گھٽي ڪانه هُئي.
توکي سڀُ ڪُجھهُ هُيو عاشقي ڪانه هُئي.",Adil Soomro
"جنهن ۾ سمنڊُ سَمايل آهي.
سوئي اندرُ گھايلُ آهي.",Adil Soomro
"جن کي ٺُڪرائي ڇڏيو لهرُن هُيو
ڪوڏ سُهڻا ٻيٽَ تي رَهجي وَيا.",Adil Soomro
"تُنهنجون صدائون بي معنى هِن
رهبر ٻوڙا گُونگا ٿئي.",Adil Soomro
"سُونهن جي ساڃهه اکين مان آ وئي
سڀُ ٿا پاڇن پٺيان سهڪن ڊُڪن",Adil Soomro
"هر اکر ۾ باهه ٿِي ڀڙڪي پئي
برف بڻجي لفظ منهنجا ٺار تون",Adil Soomro
"سمنڊ جا نيرا نيڻَ اُڃارا ڀاسِن ٿا
ٿَر جي منَ ۾ ڄڻُ ڪا ڇولي ڦَٿڪي ٿي.",Adil Soomro
"تنهنجي در تان پيار پنڻ لئه
جھلي مون جھولي ساڳئي آهي",Adil Soomro
"هُن کان مُرڪي موڪلايُم هاڻِ پَر
اکيُن ۾ آلاڻِ ٿيندي پَئي وَڃي.",Adil Soomro
"گھرُ، ناهي ڪو جن جو
سي ٻارَ اَسين آهِيون.",Adil Soomro
"سارا لفظ کُٽي ويا آهن
دريائُن ۾ پاڻي ڪونهي.",Adil Soomro
"تُون رُٺي آهين ته مُنهنجي رُوح ۾
دردَ جي چانڊاڻ ٿيندي پَئي وَڃي.",Adil Soomro
"گيت ـ نگر جو گسُ ٿي ڳولي
پين اُڃاري مسُ ٿي ڳولي",Adil Soomro
"ننگي پيرين جيونَ اسان کي ڊُڪايو
مگر ڏينهن تَتي جو ڇِتيون خُواب ٿيا ها.",Adil Soomro
"اوهان آڳ ٻاري جشن هو ملهايو
اسان دردُ پنهنجو اڱَر تي لکيو هو.",Adil Soomro
"تُنهنجو نانءُ رکيل آ اُن تي
سارو آ هُٻڪار جو رستو.",Adil Soomro
"تنهنجو ئي  چهرو نظر مون کي اچي
مان نهاريان ٿو جڏهن به آرسي",Adil Soomro
"پنهنجي اگھَ ٻڌائڻ خاطر
دستارون ڳالهائن ٿيون",Adil Soomro
"چاهتَ، بي رنگ جيون ۾
رنگَ وکيري وَئي آ.",Adil Soomro
"مونسان جَڏهن به تُنهنجي جَوابن ڳالهايو.
دردَن زخمي سڀني عذابن ڳالهايو.",Adil Soomro
"ڪنهن کي ڊاهڻَ جا ارادا ٿي رکي!
روزُ جو هُوءَ پاڻَ کي ائين ٺاهي ٿي.",Adil Soomro
"مُرڪي تو هي پاتا هِن پرَ
نانگن جهڙا تمغا ٿَئي.",Adil Soomro
"تُهمتُن کان ڇو لنوائين ٿو پَيو
پارسائي ڪينَ ٿي ايڏي ٺَهي.",Adil Soomro
"دلِ حاضر آ تُنهنجي اکِ جو
ڇو خنجَر آ خوفَ ۾ ورتَلُ.",Adil Soomro
"تنهنجا ڦهليل ٻانهون آهن
منهنجون روڪيل راهون آهن",Adil Soomro
"اِها مُڪ تُنهنجي آ مُون لاءِ ڪافي
هي تحفا اَجايا جَنم ڏينهنَ تي.",Adil Soomro
"چادَر ۾ کَڻي چنڊَ کي
هُوءَ راتِ به آئي هُئي.",Adil Soomro
"ڪوئي ٻوٽو پوکڻ وڏي ڳالهه آهي
هوٽلَ ۾ ڳالهيون ڪرڻُ يارَ سوليون.",Adil Soomro
"تُنهنجي آئَي ٿي ويو آهي
منَ ـ بَرَ ۾ وڻڪارَ جو رستو.",Adil Soomro
"آهي سدائين ذهن ۾ تنهنجي
يادُن جو لشڪر ۽ سنڌ",Adil Soomro
"شرابن ۾ وهنتل اوهان جا غزل هِن
مٽيءَ هاڻيون آهن اسانجون هي وايون.",Adil Soomro
"ريلَ جي کڙڪين منجھان هُن ڳوٺ جا
سڀُ نظارا دُور ٿيندا پَي ويا.",Adil Soomro
"گُلُ ٽاريءَ مان ڇِني پوءِ آڱريون سوچڻَ لَڳيون.
سازَ جون تارُون ڇُهي پوءِ آڱريون سوچڻَ لَڳيون.",Adil Soomro
"دردُ جي ناهي ته پو هي پيارُ ڇا ۽ سُونهن ڇا؟
خُوابَ خوشين جا اُڻي پوءِ آڱريون سوچڻَ لَڳيون.",Adil Soomro
"هُو ڪڏهن هو معتبر ڪوئي ڪتاب
هاڻي رَديءَ جا پَنا آ ٿي ويو.",Adil Soomro
"نفرتون هڪ جاءِ تي گڏُ ٿيون جڏهن
دُشمني هڪَ ٺاههَ ۾ گُم ٿي وَئي.",Adil Soomro
"تو ڏٺو ٿي پيارَ مان مون کي جڏهن
دردَ سارا دُور ٿيندا پَي ويا.",Adil Soomro
"رات، سيارو، وڻ ويڳاڻا
ڪوهيڙي جون ڪاهون آهن",Adil Soomro
"سڄي عمر ڳولا ۾ گُذري وئي
الائي تو ڪِٿي جي وسائي زَمين.",Adil Soomro
"پيارَ جي دُنيا جو پنهنجو رنگُ آ
دردُ ڀي محبوبَ جو تحفو لڳي.",Adil Soomro
"زندگي ٻيو ڀي گھڻو ڪُجھه چاهي ٿي.
ڇا ٿيو جو هُوءَ تُنهنجي ناهي ٿي.",Adil Soomro
"ڳولا ٿو ڪرين جنهن جي
دلبَر ۾ ڏِٺو هوندَئي.",Adil Soomro
"پنڇي ٽولي ساڳئي آهي
سامهون گولي ساڳئي آهي",Adil Soomro
"هُو بَتيلا پنهنجا ڪاهي ويا هليا
خُوابَ تن جا ٻيٽَ تي رَهجي وَيا.",Adil Soomro
"ڪڏهن هُو اسانجي هُيو آرسي
جو چهرو لڪائي هَليو ٿو وَڃي.",Adil Soomro
"بي سبب هي ڪاڳرن تي ڇا نه ڇا لکجيو وڃي
پين سان گڏجي ڊُڪي پوءِ آڱريون سوچڻَ لَڳيون.",Adil Soomro
"ذهن ۾ ڄڻُ نظرين جي جنگ آ
سوچَ جي سنسار ۾ ويڙهيو پَيو آن.",Adil Soomro
"مصنوعي لفظن سان ڪن ٿا آجيان
ڪوبه ناهي جو هِتي پنهنجو لَڳي.",Adil Soomro
"پيارُ منهنجو جي نَديءَ جهڙو نه هو
ساٿُ تُنهنجو ئي پَکيءَ جهڙو نه هو.",Adil Soomro
"تنهنجي اکين ۾ آءٌ ڏسان ٿو
ٿاريلو منظر ۽ سنڌُ",Adil Soomro
"فنڪارَ اَسين آهِيون.
هُٻڪار اَسين آهِيون.",Adil Soomro
"ڪنهن به مونکان نانءُ جو آهي پُڇيو
نانءُ تُنهنجو ئي اُچاري ٿو اچان.",Adil Soomro
"دردَن ايــــــــڏو ڌوڻـــــيو آ جو
مان ته وڃا ٿو ڊهندو سائين.",Adil Soomro
"”سمجهي سگھندين ڪينَ اسان جي درد سِوا“
عشق جي مڙني مون سان نصابن ڳالهايو.",Adil Soomro
"ڪنهن نه ڄاتو ته هُن خودڪشي ڇو ڪَئي
هُن جي جيون ۾ ڪائي چُمي ڪانه هُئي.",Adil Soomro
"ٽهڪَ ۽ خوشبو ورهائي ۽ ڪڏهن
دردَ جي دستارَ آهي شاعري.",Adil Soomro
"اسان کان لنوائي هليو ٿو وڃي.
هُو رستو مٽائي هَليو ٿو وَڃي.",Adil Soomro
"پيار واري شهر ڏي ويندي سَڄڻَ!
ڪين پوندا سين ڪڏهن ٿڪجي اسان.",Adil Soomro
"شبنمي شام جا رنگَ چُنريءَ جيان
ڪيئي چهرا هُيا سانوري ڪانه هُئي.",Adil Soomro
"بددُعا مونکي نٿي تُون ڏيئي سَگھين
خطُ هي مونکي نَٿو هي تُنهنجو لڳي.",Adil Soomro
"ميرن ڪپڙن وارا ماڻهو!
ڪير ٿو تولئه ڪار بيهاري",Adil Soomro
"محبت سان آهي جبل تي جھڙالو
ڪائي ڪونج تنها اُڏاڻي نه آهي",Adil Soomro
"الڳ راءِ رکندڙ هيو هڪڙو ڏاهو
اُنهيءَ سَچُ پنهنجو زهر تي لکيو هو.",Adil Soomro
"گھارِ تنها ڪُجھه ڏهاڙا اي نَدي
تون پکين جا آسرا ڇوٿي ڪرين.",Adil Soomro
"ٿوري ته ڳالهه هئي تون ناراض ٿي وئين
موٽيس مان تو وٽان ۽ مينهن ٿي وسيو.",Adil Soomro
"ڪيڏا ٿي مايُوس ويا هُو کَن پَل ۾
لغڙَ ٻارن جا ڪنڊن ۾ جو اَٽڪي پَيا.",Adil Soomro
"حاويليءَ ۾ هڪڙي چولي ڦَٿڪي ٿي.
شايد اُن ۾ ڪائي پِرولي ڦٿڪي ٿي.",Adil Soomro
"مان ڪڪرَ جو رُوپ ڌاري ٿو اچان.
شامَ تُنهنجي لاءِ ٺاري ٿو اچان.",Adil Soomro
"هٿ لڪيرن ۾ ڪڏهن ڀُلجي نه پَئهُ
سگھه سان هر آس هت آهي پُني",Adil Soomro
"اهڙو واءُ به گھُلندو سائين
مون کي مُنهنجو ملندو سائين",Adil Soomro
"نيٺ ته ڊهندو هي دستور
ڪوبه نه رهندو ڪنهن جو داس",Adil Soomro
"ڪوبه چهرو ڪين ٿو پنهنجو لڳي
لفظ لهجا ۽ اکيون سڀُ اوپريُون.",Adil Soomro
"رستن تي ارمان پيا هن
زخمي سڀ ارمان پيا هن",Adil Soomro
"رُڳو دردَ ئي ٿا ڦُٽن اُن منجھان
اوهان ئي اسان جي سُڪائي زمين.",Adil Soomro
"پاڻياريءَ جي پهچڻ سان ئي
ڀوڏيسر تي باک ڦُٽي آ",Adil Soomro
"تنهنجي نيڻن جو سانوڻ جڏهن ٿو وسي
دل جي بستي ڪچي پوءِ ٻُڏي ٿي وڃي.",Adil Soomro
"واهڻ جي هڪ سادي نينگر
مير ڍنڍ ۾ عڪس ٿي ڳولي",Adil Soomro
"جنهن ۾ آهي موتَ جو ئي انتظارُ
سابه سڏبي چَئُه ڀلا ڪا زندگي.",Adil Soomro
"مان تنهنجي پيار ۾ ويڙهيو پيو آن.
ڄڻُ ته ڪنهن هُٻڪار ۾ ويڙهيو پَيو آن.",Adil Soomro
"ڏات جي مڙني ڏارن ۾
گُل ڦٽي پيا ٽارن ۾",Adil Soomro
"ڪنهن به ڪم جي مون لئه ناهي آزادي
منهنجو هينئڙو تو وٽِ قابو سوچي ٿو.",Adil Soomro
"رُڳو تُنهنجي خاطر تُنهنجي گھَر جا ڀاتي
سڀئي مُون سڏايا جَنم ڏينهنَ تي.",Adil Soomro
"مُنهنجي اکين ۾ پاڻي ڪونهي
هاني ڪابه ڪهاڻي ڪونهي",Adil Soomro
"دل جي ڌرتي ٿُوهَرن جا سلسلا.
دردَ جا گُذرن ٿا ڪيئي قافلا",Adil Soomro
"دُک دلين جا پڌرا ٿيا
چهرن جي آثارن ۾",Adil Soomro
"توکي ساري آءٌ اڪيلو
وَلَر پکين جا ڏسندو آهيان.",Adil Soomro
"ماڳ مارن جا ڀلي مرڪن سدا
ڏک سڀني جا ويٺي ڌرتي سهي",Adil Soomro
"مان ته بڻجي وڻُ نهاريان واٽ ٿو
دير تون ايڏي هَوا ڇوٿي ڪرين.",Adil Soomro
"هڪلي پَيو ماريندو ڪونه
هُو هاري آ ماري ناهي.",Adil Soomro
"ٿوهَر جيان لڳو هو هر لفظُ ڄڻُ ته هُن جو
ڇاڇا چئي وئي آ ڏِياريِءَ جي شامَ جو.",Adil Soomro
"هُن ويچاريءَ ننڊَ کي وڪڻِي ڇڏيو.
مُڙس هُن جي جنڊَ کي وڪڻِي ڇڏيو.",Adil Soomro
"مايا ڏي سنسارَ جو رستو.
پنهنجو آهي پيارَ جو رستو.",Adil Soomro
"موت کان اڳ ۾ هيسيل هرڻي
شينهن اکين ۾ ترس ٿي ڳولي",Adil Soomro
"سارَ تنهنجي اچي پوءِ ٻُڏي ٿي وڃي.
دل ته منهنجي نچي پوءِ ٻُڏي ٿي وڃي.",Adil Soomro
"نه ڏيئو آ روشن نه ڪَکُ پَنُ بچيو آ
هوائن اسان سان ڪيون هِن ڀلايون.",Adil Soomro
"تُون ته ويو هُئين خوشين پويان
ساڳيا دردَ ئي آندا ٿئي.",Adil Soomro
"عيد آئي اسان جي اڱَڻَ تي ايئن
دردَ جو رقصُ هو، ڪا خوشي ڪانه هُئي.",Adil Soomro
"ويجھڙن کان دل پري ٿيندي وڃي
اڻَ ڏٺن جي آسَ ۾ ڀوڳيان پيو.",Adil Soomro
"شاعر ۽ ساگر جي سيني
ڇُلندڙ ڇولي ساڳئي آهي",Adil Soomro
"حياتيءَ جي مشڪل ۽ ظالم گھڙين ۾
اوهان جي ڏنا سي سَهارا ٿا مُرڪن.",Adil Soomro
"زندگي پياري ڪيائون ديس کان
هاڻي ويٺا سنڌ لئه روئن سڪن",Adil Soomro
"روئي ٿو پيو گوبند مالهي
ساري پنهنجو گھر ۽ سنڌ",Adil Soomro
"پڙهيون مون ته آهن گھَڻن جون ڪهاڻيون.
هَوائُن ٻڌايون وَڻَن جون جون ڪهاڻيون.",Adil Soomro
"منهنجي گھٽين ۾ گھُمندو هو اُستاد ڪڏهن
ياد ڪري ماضِيءَ کي دادُو سوچي ٿو.",Adil Soomro
"ڊَپَ جي ڪنهن ولِ اندر ناهي ڦُٽو گُلُ سچَ جو
ڪوڙ ڏي ٿورو کڄي پوءِ آڱريون سوچڻَ لَڳيون.",Adil Soomro
"دل جي ٻيڙي پُرزا پُرزا
لهر لهر سان لُڇندو آهيان.",Adil Soomro
"اهائي حياتي ڪَري پيارُ وٺُ تُون
هِتي ڪوبه ٻيهرَ مَري ڪونه ايندو.",Adil Soomro
"سالگره جو ميڙُ لڳو پَئي مصنوعي
پيارَ اسان جي لفظن ۾ جو اَٽڪي پَيا.",Adil Soomro
"سڀئي تُهمتُون هَن اسانجي حصي ۾
آ بدنام جهڙي حَياتي اَسانجي.",Adil Soomro
"ڪنول جهڙين داسين آڏو
پٿر جا ڀڳوان پيا هن",Adil Soomro
"زندگي توسان نڀايون ٿا اچؤن
هونئن ويا هُون دردَ ۾ لَٽڪي اسان.",Adil Soomro
"سانجھيءَ ڌاري ٿَڪل شڪاري سَرهو آ
ڍنڍَ پکين جي اُجري ٽولي ڦَٿڪي ٿي.",Adil Soomro
"اڳُ ٿيندا ها اوسيئڙا پر
ڪير ٿو هاڻي هيڪل گهاري",Adil Soomro
"فوٽ پاٿ تي شڪنتلا کي
ڏسي روئي ها ڪاليداس",Adil Soomro
"تو لکيو ڇاهي اُنهيءَ ۾ بَس اُها هُرکُر رَهي
ڊائري تنهنجي کڻِي پوءِ آڱريون سوچڻَ لَڳيون.",Adil Soomro
"جنهن کي سمجھي لوڪ تنهنجي ڪمتري
ڪر نه تون اختيار اهڙي عاجزي",Adil Soomro
"وئي آهي گُم ٿي خبرَ ناهي ڪيڏانهن
اچو مُرڪ پنهنجي اسان گڏجي ڳوليون.",Adil Soomro
"”گھڻي وقتَ کانپوءِ وريو ڳوٺِ آهين“
چئي مونکي رستا ۽ چارا ٿا مُرڪن.",Adil Soomro
"ڏئي خُواب اڱرن جهڙا سانوريءَ
اسان جي اکين جي جَلائي زمين.",Adil Soomro
"ڪيترا آهن دُکي شاعر مگر
گيتَ تنهنجا ئي چون ٿا زندگي.",Adil Soomro
"وڇڙڻ ويلي ڪينَ مون توسان ڳالهايو
لفظ نڙيءَ جي رستي ۾ جو اَٽڪي پَيا.",Adil Soomro
"راڳيءَ جي آواز پکيڙي
محفل ۾ دردن جي خوشبو",Adil Soomro
"شهر وارو گھرُ ڪُشادو هو ڀلو پرَ
ڳوٺ ۾ پنهنجي جھُڳيءَ جهڙو نه هو.",Adil Soomro
"بادَل جي دلداريءَ تي.
ٿَري سُمهي پيو واريءَ تي.",Adil Soomro
"لفظُ هرڪو هُن جو نالو ٿو لڳي
ڄڻُ پرينءَ جي سارَ آهي شاعري.",Adil Soomro
"قافلو ڪڪرن سندو رمندو رهيو
راتِ، تارن جي ڍڪي آئي چُني",Adil Soomro
"ڪوئل پاڻُ الائي ڪاڏي اُڏري وئي
وڻَ تي پو ڀي ان جي ٻولي ڦَٿڪي ٿي.",Adil Soomro
"ساڌُو ٻيلي جو پوڙهو ساڌُو سوچي ٿو.
وڻَ ٿا سوچن آخر ڇا هو سوچي ٿو.",Adil Soomro
"سِجَ جي ڪرڻَن منجھان گُذري هَوا
ڄڻُ ٿڌي وڻراھَ ۾ گُم ٿي وَئي.",Adil Soomro
"هاڻي لکندي ڇو الائي آڱريون سوچن پيون
وقت هو جو مَسُ قلم ۽ ڊائري هوندي هُئي.",Adil Soomro
"ڇالئه ڳوٺُ ڇڏي ويو آهين
شهرَ ۾ ڪهڙا پنهنجا ٿئي.",Adil Soomro
"جي به دردَن جُون ساعَتون آهن
عشقَ تُنهنجون عنايتون آهن.",Adil Soomro
"سڄي ڳوٺ وارن جو ڳالهيون ڪيون سي
مگر ڪين پنهنجون سگھياسين ٻڌائي",Adil Soomro
"منهنجو پيار بتيلي وانگر
سامونڊي تون ڇولي آهين",Adil Soomro
"نٿي دل مڃي جو اوهان سان ڪجن ها
اوهان کان ئي مليل ڦٽن جون ڪهاڻيون.",Adil Soomro
"امن پسند انسانن جي لئه
ڪين بڻيا آزاري آهيون",Adil Soomro
"جڏهن به تُنهنجي پيارَ جا لهجا گُونگا ٿي پَئي ويا.
مُنهنجي دل جا سارا دهڪا گُونگا ٿي پَئي ويا.",Adil Soomro
"شهرَ پنهنجي ۾ هُئي جا زندگي.
ڪنهن اسان کان سا کَسي سا زندگي.",Adil Soomro
"حاويليءَ ۾ چنڊَ ڏٺو پَئي جذبن جو قتلامُ
راتِ جي هنجَ ۾ ڪيئي سُڏڪا گُونگا ٿي پَئي ويا.",Adil Soomro
"رات جي ڪارن نيڻن مان
پائن ٿا پيا جھاتي سپُنا.",Adil Soomro
"ڪين رهيو ويساهه وڻن کي
طوفانن جي ياريءَ تي.",Adil Soomro
"تو اکين جي ڇانوَ ۾
ڇو حجاب آ رکيو.",Adil Soomro
"پاڻَ ڪڪرن کي روئارڻ چاهيو
موٽَ ۾ پنهنجن اکين ۾ لُڙڪ ها.",Adil Soomro
"راڳي گيتُ ٻڌاءِ نئون ڪو
هي ته ٻين جو ڳايل آهي.",Adil Soomro
"لفظن کي ڄڻُ لوڻُ لڳل آ
تنهنجو لهجو ساڳيو ناهي",Adil Soomro
"تنهنجي پاڙي ۾ مليو مونکي سُڪون
هر گھٽي مون شهر جي آهي گھمي",Adil Soomro
"درياهه وچ ۾ تنهنجي ٻيڙي
پنهنجا پنڌ ڪنارن سان",Adil Soomro
"پيارَ جا ناتا سُڃاڻي ٿيون سگھن
ڪُجهه اکين ۾ ۾ روشني آهي اڃان.",Adil Soomro
"گھر اباڻو، ماءُ پيءُ ٻُڍڙا اڪيلا!
پُٽ سڀئي پنهنجن گھرن ۾ ٿا رهن",Adil Soomro
"منظَرن ۾ رنگَ ٿا ڀرجي وڃن
تُنهنجو چهرو جي نهاري ٿو اچان.",Adil Soomro
"تنهنجي گھر جي ڀرسان آهيان
ڄڻُ مندر جي ڀرسان آهيان",Adil Soomro
"ڪيڏا درد طوفان بڻجي اچن ٿا
تڏهن به اکين ۾ ڪو پاڻي نه آهي",Adil Soomro
"انياءَ جي سيني ۾
تلوارَ اَسين آهِيون.",Adil Soomro
"اوهان جي اکيُن ۾ انگُورن جُون وليون
ڀڳل جامَ جهڙي حَياتي اَسانجي.",Adil Soomro
"شيشي جي وڏائيءَ کي
پٿرَ ۾ ڏِٺو هوندَئي.",Adil Soomro
"پيارَ کان جي ڌار آهي شاعري
سابه ڪهڙي يار آهي شاعري.",Adil Soomro
"نانءُ تُنهنجو مون فقط آهي کنيو
ڪمري ۾ سُرهاڻِ ٿيندي پَئي وَڃي.",Adil Soomro
"رُوپ ڌاريو جن هتي شيطان جو
تن بندن لئه نعمتون ساڳيون رهيون.",Adil Soomro
"هڪڙي چنڊَ اڳيان تارن جو
ڄڻُ لشڪرُ آ خوفَ ۾ ورتَلُ.",Adil Soomro
"سڀني آڏو ڇالئه جھُڪندي
دل مُنهنجي درٻاري ناهي.",Adil Soomro
"سَدا مهڪ موتئي جي نچندي رهي آ
اسان جي اڱڻَ ۾ ڦٽيون ڪيئي گوليون.",Adil Soomro
"اکين تي رَکي ڪارڊُ تُنهنجو چميو مون
ٿيا سُک سَوايا جَنم ڏينهنَ تي.",Adil Soomro
"جو ٿَر ۾ ڏِٺو هوندَئي.
ٻُڏتَر ۾ ڏِٺو هوندَئي.",Adil Soomro
"سڀُ خوشيون ميڙي کَڻي آياسين پَر
دردَ پنهنجا ٻيٽَ تي رَهجي وَيا.",Adil Soomro
"ان کان وڌيڪ ڪهڙو مون لئه عذابُ هوندو
گُذري وئي هو ڀرسان ۽ مينهن ٿي وسيو.",Adil Soomro
"نه ترسي ڳالهائي عجب دوست آ
رُڳو هٿُ ملائي هَليو ٿو وَڃي.",Adil Soomro
"ڪنهن سازَ پُراڻي جي
ڄڻُ تارَ اَسين آهِيون.",Adil Soomro
"ڇوڪري تنهنجي اکين جي شهر ۾
شخص هڪڙو لاپتا آ ٿي ويو.",Adil Soomro
"سڀئي آکيرا روشن آهن
ڏسُ ته پکين جي لاتِ ٻَري ٿي.",Adil Soomro
"پاڻَ کان وسري ويندُس مان پَر
تُنهنجو خِيالُ ته رهندو سائين.",Adil Soomro
"ڍنڍَ ٿي مونکان پُڇي مان ڪير هان
ڳوٺ رستا ۽ ٻنيون سڀُ اوپريُون.",Adil Soomro
"هوءَ ته سڀُ ڪجُهه ڄاڻي ٿي.
پوءِ ڇو درد اُماڻي ٿي.",Adil Soomro
"مون ڏي ائين نهاري ٿي ڄڻُ
تاريخي آثار ٿي سمجھي.",Adil Soomro
"سڄي حياتي ساٿُ ڏنو ٿئون
هاڻي دُکن کي ڪير ڌڪاري",Adil Soomro
"بي سُرن جي ديس ۾
تو رُبابُ آ رکيو.",Adil Soomro
"ڄڻُ ته آهيان مان مٽيءَ جي مُورتي
پاڻَ ٺاهي پاڻَ ئي هُوءَ ڊاهي ٿي.",Adil Soomro
"گھر سمورا ويا ٻهاري
جارن ۾ قرآن پيا هن",Adil Soomro
"ڪين جي ڪنهن سان نڀائي ٿي سگھين
واعدن کي تون ڳڀا ڇوٿي ڪرين.",Adil Soomro
"ڪيئن ڇڻي ها دردُ اسانجو
دل آ پيارا ڇاڻي ڪونهي.",Adil Soomro
"تنهنجي اکين ۾ چاهت منهنجي
گم ٿيل هڪڙو شخص ٿي ڳولي",Adil Soomro
"مون فقيري رُوپ ڌاري هنئي صَدا
ڏانءٌ تنهنجو پرَ سَخيءَ جهڙو نه هو.",Adil Soomro
"گھوٽَ سان گڏُ ڪارِ ۾ هوءَ ڪامڻي
ڄڻُ ته منهنجي دل مٿان گُذري وَئِي.",Adil Soomro
"کليل دريءَ مان چنڊ نهاري
روئندڙ ٻالڪ ماءُ سمهاري",Adil Soomro
"هاريءَ جھول اُهائي خالي
ڀاڳ ويا ڀوتارن سان",Adil Soomro
"اُڃايل چپن جو هُيو ذڪر جنهن ۾
هوائن سو نوحو ڪڪرَ تي لکيو هو.",Adil Soomro
"مُون اُڃايل واسطي هوءَ جَل پَري
ڪربَلا ڇاڪاڻِ ٿيندي پَئي وَڃي.",Adil Soomro
"هي بي رنگ جيون رنگا رنگُ چوليون.
ڏُکن جي ڏَهر ۾ ٿَريلين جُون ٽوليون.",Adil Soomro
"جيڪا دل اُڃاري ناهي
سائي دردَن واري ناهي.",Adil Soomro
"نفرن جا آڙاهه اکين ۾
تلوارون ڳالهائن ٿيون",Adil Soomro
"تو مِلڻَ وقت اهڙو هو، تاثر ڏنو
ڄڻُ ته توسان ڪڏهن دوستي ڪانه هُئي.",Adil Soomro
"لفظن ۾ ٽهڪن جي خوشبو
ساهن ۾ سُڏڪن جي خوشبو",Adil Soomro
"مان ته هيُس مجبور مگر هُوءَ
محبت جو غدار ٿي سمجھي.",Adil Soomro
"روبَرو دوستيءَ جون دعوائون
دِل ۾ ڪيڏيون رَقابَتون آهن.",Adil Soomro
"منهنجو هي اندرُ ۽ سنڌُ
ڄڻُ هڪڙو مندرُ ۽ سنڌُ",Adil Soomro
"الوداع توکي چوڻ کان پوءِ سدا
مند سانوڻ جي اکين ۾ ٿي رهي",Adil Soomro
"ناهي شاوَرَ ۾ اُها منهنجا پرين!
ڳالهه جا مينهن جي ڪڻين ۾ ٿي رهي",Adil Soomro
"تنهنجا لفظ صحيفن جهڙا
محبوبن جي ٻولي آهين",Adil Soomro
"مُسافر کي رستي جي مِٽيءَ ٻُڌايو
پنهوارن، ڌنارن، ڌڻن جون ڪهاڻيون.",Adil Soomro
"پارڪَر جي مورَ جي هر دانهن ۾
روپلي جي روحَ جي آهي صَدا.",Adil Soomro
"تُون ٿئين ناراضُ پو ڄَڻُ ائين لَڳي
حُسن تي هٿيار ٿا پئجي وڃن.",Adil Soomro
"ڄاڻ  ته ڦهليو روشن واس
هاڻ نه رهندي رات اُماس",Adil Soomro
"ڪندي عبادت ذهن تي تُنهنجي چهري اُڀرڻ سان
سارا ورد وظيفا مُنهنجا گُونگا ٿي پَئي ويا.",Adil Soomro
"رات ريشم جيان رُوح تي ڄڻُ لَٿي
ياد تُنهنجي جلي چاندني ڪانه هُئي.",Adil Soomro
"تنهنجي گذرڻ بعد ڀي ڪيئي پهر
تنهنجي خوشبو ڄڻ گھٽين ۾ ٿي رهي",Adil Soomro
"آهي ديرو پيار وارن جو جِتي
تن گھٽين ۾ روشني آهي اڃان.",Adil Soomro
"نيڻن ۾ تيزابُ ڇٽَي ويا
سُهڻيءَ جا محلاتي سپُنا.",Adil Soomro
"ٽهڪ تنهنجا ٿو ٻُڌان ڄڻُ ٿو لڳي
مان ٿڌي وڻڪارَ ۾ ويڙهيو پَيو آن.",Adil Soomro
